ratio,cent_y,cent_x,eccentricity,solidity,skew_x,skew_y,kurt_x,kurt_y
0.17082192438872076,0.5228521781999472,0.4558684177123774,0.9303353914029686,0.24351160720399917,0.06436264037722014,-0.43891270752162914,-1.3312602123197603,-0.8686127850675871
